,name,price,total sales/mil,release date,developer,genre,rating,user rating,age,platforms,number of players
183,The Punisher: No Mercy,None,,"Jul  2, 2009",Zen Studios,Action/Shooter/Shooter/First-Person/Fantasy/Fantasy/Arcade,47.0,6.4,M,PS3,-
184,One Piece: Pirates' Carnival,3.96,,"Sep 12, 2006",h.a.n.d. Inc.,Action/Fighting/3D,47.0,-,E,PS2,24  Online
185,Grand Theft Auto: The Trilogy - The Definitive Edition,86.99,,"Nov 11, 2021","Rockstar Games, Grove Street Games",Miscellaneous/Compilation,47.0,0.8,M,NS,-
186,HomeTown Story,None,0.5,"Oct 17, 2013",TOYBOX,Simulation/General/General,47.0,6.0,E10+,3DS,No Online Multiplayer
187,Thief of Thieves: Season One,None,,"Nov 12, 2019",Rival Games Ltd,Adventure/General,47.0,-,M,NS,No Online Multiplayer
188,Sonic Free Riders,15.14,1.1,"Nov  4, 2010","Sega, Sonic Team",Sports/Racing/Alternative/Arcade/Individual/Other/Other/Automobile,47.0,2.5,E,X360,Up to 8
189,Looney Tunes: Back in Action,,,"Nov 11, 2003",Warthog,Action/Platformer/2D,47.0,5.5,E,Game Boy Advance,1 Player
190,Conflict Zone,,,"Oct 19, 2002",MASA Group,Strategy/Real-Time/Military,47.0,7.4,T,PS2,1 Player
191,Spectral Souls: Resurrection of the Ethereal Empires,None,0.03,"Sep 26, 2006","Neverland, Idea Factory",Role-Playing/Strategy/Turn-Based/Console-style RPG/General/Fantasy,47.0,8.2,T,PSP,1 Player
192,Blood Drive,27.69,0.08,"Nov  2, 2010",Sidhe Interactive,Simulation/Driving/Racing/General/General/Vehicle/Combat,47.0,7.7,M,PS3,Up to 4
193,Agony,19.3,0.2,"May 29, 2018",Madmind Studio,General/Action Adventure/Survival,47.0,4.3,M,PC,No Online Multiplayer
194,Transformers: Rise of the Dark Spark,34.44,,"Jun 24, 2014",Edge of Reality,Action Adventure/Sci-Fi/General,47.0,4.9,T,XOne,Up to 4
195,Paranoia: Happiness is Mandatory,None,,"Oct  3, 2019",Black Shamrock,Role-Playing/Action RPG,47.0,5.5,T,PC,No Online Multiplayer
196,Adventure Time: Explore the Dungeon Because I DON'T KNOW!,10.26,0.08,"Nov 19, 2013",WayForward,Action Adventure/Fantasy/General/Fantasy,47.0,4.1,E10+,X360,No Online Multiplayer
197,Prison Break: The Conspiracy,48.18,0.0,"Mar 30, 2010",ZootFly,Adventure/General/General,47.0,6.2,T,PC,-
198,Flip's Twisted World,None,0.06,"Oct 25, 2010","Majesco Games, Majesco, Frozen North Productions",Action/Platformer/Platformer/3D/3D,47.0,-,E,Wii,-
199,Scribblenauts Showdown,11.92,0.07,"Mar  6, 2018","Warner Bros. Interactive Entertainment, Shiver Games",Puzzle/Action,47.0,4.3,E10+,NS,No Online Multiplayer
200,PONG Quest,24.53,,"May  7, 2020",Chequered Ink Ltd.,Action/Arcade,47.0,-,E,NS,No Online Multiplayer
201,Lego Star Wars II: The Original Trilogy,36.49,1.07,"Sep 12, 2006",Amaze Entertainment,Action Adventure/Sci-Fi/Sci-Fi/General,47.0,5.1,E,DS,No Online Multiplayer
202,X-Men: Destiny,14.4,0.24,"Sep 27, 2011",Silicon Knights,Action/Beat-'Em-Up/Beat-'Em-Up/3D,47.0,4.9,T,X360,No Online Multiplayer
203,Cities XXL,None,0.11,"Feb  5, 2015",Focus Home Interactive,Strategy/City Building/Management/Modern/Government,47.0,1.8,-,PC,-
204,Scramble,25.7,,"Sep 13, 2006",Digital Eclipse,Action/Shooter/General/Shooter/Scrolling/Scrolling/Shoot-'Em-Up/Horizontal,47.0,7.7,E,X360,2  Online
205,Tetris Worlds,,,"Jun 23, 2002",Radical Entertainment,Miscellaneous/Puzzle/Stacking,47.0,4.4,E,GameCube,1-4
206,Coast Guard,None,,"Oct 21, 2015","Reality Twist GmbH, Reality Twist",Adventure/3D/First-Person,47.0,3.6,-,PC,No Online Multiplayer
207,Balan Wonderworld,20.0,,"Mar 26, 2021","Square Enix, Arzest, Balan Company",Action/Platformer/3D,47.0,7.2,E10+,XS,Online Multiplayer
208,Sonic Boom: Shattered Crystal,25.49,0.29,"Nov 11, 2014",Sanzaru Games,Action/General/Platformer/2D,47.0,6.0,E,3DS,No Online Multiplayer
209,Bellator: MMA Onslaught,None,,"Jul  4, 2012",Kung Fu Factory,Action/Sports/Fighting/Fighting/Individual/Wrestling/Combat/Wrestling,47.0,6.4,T,X360,-
210,Rainbow Islands Evolution,14.89,0.01,"Jan 24, 2008","Marvelous Entertainment, Digital Whip",Action/Platformer/Platformer/3D/3D,47.0,-,E,PSP,2  Online
211,Tempest,None,,"Dec 19, 2007",Stainless Games,Action/Shooter/Shooter/Static/Static/Shoot-'Em-Up/Top-Down,47.0,4.5,E,X360,1-2
212,James Cameron's Dark Angel,,,"Nov 20, 2002",Radical Entertainment,Action/Beat-'Em-Up,47.0,8.3,T,Xbox,1 Player
213,And 1 Streetball,6.26,,"Jun  6, 2006",Black Ops Entertainment,Sports/Traditional/Basketball/Arcade,46.0,7.5,E10+,Xbox,2  Online
214,Star Wars The Clone Wars: Republic Heroes,17.75,0.03,"Oct  6, 2009","LucasArts, Krome Studios",Action Adventure/Sci-Fi/Sci-Fi/General,46.0,4.8,T,PC,No Online Multiplayer
215,Dungeons & Dragons: Daggerdale,38.24,,"May 25, 2011",Bedlam Games,Role-Playing/Strategy/Action RPG/General/Action RPG,46.0,5.0,T,X360,-
216,Major Minor's Majestic March,11.0,0.05,"Apr  2, 2009",NanaOn-Sha,Action/Miscellaneous/Rhythm/Music/Music,46.0,-,E,Wii,-
217,101-in-1 Explosive Megamix,15.37,0.19,"Apr 21, 2009",Nordcurrent,Miscellaneous/Puzzle/Action/Puzzle/Party / Minigame/Action,46.0,-,E,DS,-
218,Red Ninja: End of Honor,,,"Mar 29, 2005",Tranji,Action Adventure/Historic,46.0,4.4,M,Xbox,1 Player
219,Pokemon Dash,,0.77,"Mar 14, 2005",Ambrella,Driving/Racing/Arcade/On-foot/Other/On-foot,46.0,5.2,E,DS,No Online Multiplayer
220,League of War: VR Arena,None,,"Nov  7, 2017","MunkyFun, Inc.",Strategy/Real-Time/General,46.0,5.0,T,PS4,No Online Multiplayer
221,Zoids Assault,60.0,0.09,"Sep  9, 2008",Takara Tomy,Strategy/Turn-Based/Sci-Fi/Sci-Fi/General,46.0,7.8,T,X360,-
222,The Amazing Spider-Man 2,24.37,0.22,"Apr 29, 2014",Beenox,Action/Action Adventure/General/General/Open-World,46.0,4.9,T,XOne,-
223,Starship Troopers,,0.02,"Nov 15, 2005",Strangelite,Action/Shooter/Shooter/First-Person/Sci-Fi/Sci-Fi/Arcade,46.0,6.0,M,PC,Up to 32
224,Summer Sports: Paradise Island,17.4,0.67,"Apr 15, 2008",Destineer,Sports/Olympic Sports/Olympic Sports/Individual/Athletics,46.0,4.6,E,Wii,1-4
225,Harvest Moon 3D: The Lost Valley,None,,"Nov  4, 2014",Natsume,Strategy/General/Management/Breeding/Constructing/Business / Tycoon,46.0,4.1,E,3DS,-
226,My Street,,,"Mar  9, 2003",Idol Minds,Miscellaneous/Party,46.0,3.6,E,PS2,1-4
227,Fish Tycoon,20.22,0.26,"Oct 16, 2007","LDW, Big Fish Games",Strategy/Tycoon/Management/Tycoon/Business / Tycoon,46.0,7.0,E,DS,-
228,Cooking Mama: Cookstar,29.96,,"Mar 31, 2020","1st Playable Productions, Planet Entertainment",General/Puzzle/Simulation/Virtual/Career,46.0,6.8,E,NS,No Online Multiplayer
229,Raid: World War II,12.19,0.03,"Oct 10, 2017","Starbreeze, Lion Games",Action Adventure/General,46.0,5.6,M,XOne,Up to 4
230,Shadow Assault -Tenchu-,None,,"Oct  8, 2008",From Software,Action/General/General,46.0,5.6,E10+,X360,4  Online
231,Nightcaster II: Equinox,,,"Dec 11, 2002",Jaleco Entertainment,Action/Beat-'Em-Up,46.0,5.6,T,Xbox,1-2
232,Sega Classics Collection,,0.43,"Mar 22, 2005",Sega,Miscellaneous/Compilation,46.0,6.8,T,PS2,1-4
233,The History Channel: Great Battles of Rome,5.37,,"Oct 15, 2007","Slitherine Software, Slitherine",Strategy/Real-Time/Historic/General,46.0,3.2,T,PC,1-2
234,Elite Warriors: Vietnam,,,"Mar 25, 2005",Nfusion,Action/Shooter/Shooter/First-Person/Historic/Historic/Arcade,46.0,5.8,T,PC,32  Online
235,Tony Hawk Ride,31.65,0.61,"Nov 17, 2009",Robomodo,Sports/Alternative/Individual/Skateboarding/Skateboarding/Skate / Skateboard,46.0,3.0,E10+,X360,-
236,Desert Child,None,,"Dec 11, 2018",Oscar Brittain,Racing/Arcade/Futuristic,46.0,6.7,M,NS,Online Multiplayer
237,Spectral Force Genesis,24.99,0.09,"Mar 12, 2010","Neverland, Idea Factory",Role-Playing/Strategy/General/General,46.0,7.0,T,DS,No Online Multiplayer
238,GTI Club Supermini Festa!,89.48,0.02,"Mar 16, 2010",Konami,Driving/Racing/Arcade/Arcade/Automobile,46.0,5.8,E,Wii,-
239,BeachHead 2000,,,"Jun 14, 2000",Digital Fusion Inc.,Action/Shooter/General/Shooter/First-Person/Rail/Arcade,46.0,6.6,T,PC,No Online Multiplayer
240,WWII Tank Commander,None,,"Feb 14, 2006",Sylum Entertainment,Action/Shooter/First-Person/Historic,46.0,4.5,T,PC,1 Player
241,Carrier Command: Gaea Mission,6.94,,"Oct  2, 2012",Bohemia Interactive,Strategy/Adventure/Real-Time/3D/First-Person/Sci-Fi/Sci-Fi/Command,46.0,6.3,M,X360,No Online Multiplayer
242,Arcade Sports,22.64,,"Jun 14, 2010",Icon Games,Sports/General/General,46.0,-,E,Wii,1-2
243,Freedom Wings,56.0,0.02,"Aug 21, 2006",Beluga Computer,Simulation/Flight/Civilian Plane/Civilian Plane/Combat,46.0,8.0,E10+,DS,1-4
244,Coffin Dodgers,None,,"May  6, 2016",Milky Tea Studios,Racing/Arcade/Automobile,46.0,3.7,T,XOne,-
245,Gravitronix,82.42,,"Oct 12, 2009",Medaverse Studios,Action/General/General,46.0,5.0,E,Wii,1-8
246,Tokyo Xtreme Racer DRIFT 2,15.71,,"Apr 17, 2007",Genki,Driving/Racing/GT / Street,46.0,8.7,E,PS2,1-2
247,Bus Simulator 16,None,0.15,"Mar  2, 2016",Still Alive Studios,Simulation/Vehicle/Civilian,46.0,5.7,-,PC,-
248,Kakuto Chojin,,,"Nov 11, 2002",DreamFactory,Action/Fighting/3D,46.0,6.8,T,Xbox,1-4
249,The Mummy,,,"Nov 17, 2000",Rebellion,Action/Action Adventure/General/General,46.0,6.3,E10+,PC,No Online Multiplayer
250,RayStorm HD,70.85,,"May  5, 2010",Taito Corporation,Action/Shooter/Shooter/Scrolling/Scrolling/Shoot-'Em-Up/Vertical,46.0,7.3,E10+,X360,1-2
251,Inmates,18.22,,"Oct  5, 2017","Iceberg Interactive, Davit Andreasyan",Action Adventure/Adventure/General/3D/First-Person,46.0,7.5,-,PC,No Online Multiplayer
252,Arc of Alchemist,47.81,,"Jan 30, 2020",Compile Heart,Role-Playing/Action RPG,46.0,3.5,E10+,PS4,No Online Multiplayer
253,Rampage: Total Destruction,65.78,0.21,"Nov 14, 2006","Pipeworks Software, Inc.",Action/General/General,46.0,5.6,E10+,Wii,No Online Multiplayer
254,Catwoman,,,"Jul 20, 2004",Argonaut Games,Action Adventure/Modern,46.0,7.0,T,PS2,1 Player
255,Disney's PK: Out of the Shadows,,,"Dec  3, 2002",Ubisoft,Action/Platformer/3D,46.0,6.8,E,GameCube,1 Player
256,Army Men: Sarge's Heroes 2,,,"Sep 26, 2000",3DO,Action/Shooter/Third-Person/Fantasy,46.0,6.9,T,Nintendo 64,-
257,Samurai Shodown Sen,23.74,0.08,"Mar 30, 2010",K2 LLC,Action/Fighting/Fighting/3D/2D/3D,46.0,5.2,M,X360,2
258,Happy Feet,11.0,0.14,"Nov 13, 2006",Artificial Mind and Movement,Action/Miscellaneous/Adventure/General/Rhythm/General/Party / Minigame/Music,46.0,6.9,E,Wii,No Online Multiplayer
259,.detuned,26.5,,"Oct 15, 2009",.theprodukkt,Action/Miscellaneous/Rhythm/Music/Music,46.0,3.7,E,PS3,1 Player
260,Le Tour de France,18.19,,"Oct 11, 2016",Cyanide,Sports/Alternative/Individual/Biking/Biking,46.0,8.0,-,X360,No Online Multiplayer
261,One Piece: Unlimited Cruise SP,50.56,,"Feb 10, 2012",Bandai Namco Games,Action/General,46.0,7.0,-,3DS,-
262,Lowrider,,,"Nov 20, 2003",Pacific Century Cyber Works,Miscellaneous/Rhythm/Dancing,46.0,8.0,T,PS2,1-2
263,Death Crimson OX,,,"Aug  5, 2001",Ecole,Action/Shooter/Light Gun,46.0,5.1,T,Dreamcast,-
264,B-17 Gunner: Air War Over Germany,,,"May 20, 2001",Sunstorm Interactive,Simulation/Flight/WWII/WWII,46.0,-,T,PC,1 Player
265,Raid: World War II,12.19,0.04,"Oct 10, 2017","Starbreeze, Lion Games",Action Adventure/General,46.0,3.7,M,PS4,Up to 4
266,Zenith (2016),None,,"Sep 20, 2016",Infinigon,Role-Playing/Action RPG,46.0,6.6,M,PS4,-
267,The Golden Compass,7.88,0.52,"Dec  4, 2007",Shiny Entertainment,Action Adventure/Fantasy,46.0,5.9,E10+,PS2,1 Player
268,Fear Effect Sedna,None,,"Mar  6, 2018",Sushee,Role-Playing/General,46.0,3.9,M,XOne,No Online Multiplayer
269,AereA,14.49,0.03,"Jun 30, 2017","Triangle Studios, Soedesco",Role-Playing/Action RPG,46.0,4.4,-,PS4,No Online Multiplayer
270,R-Type III: The Third Lightning,,,"Mar 16, 2004",Raylight Studios,Action/Shooter/Scrolling,46.0,-,E,Game Boy Advance,1 Player
271,Gladiators of Rome,,,"Oct 27, 2002",Cat Daddy Games,Strategy/Real-Time/Historic/General,46.0,4.9,M,PC,1 Player
272,Woody Woodpecker Racing,,,"Jan 31, 2001",Syrox Developments,Driving/Racing/Arcade/Kart/Other/Kart,46.0,-,E,PC,1 Player
273,Pure Futbol,7.4,0.24,"Jun  1, 2010",Ubisoft Vancouver,Sports/Traditional/Team/Soccer/Sim/Arcade/Arcade,46.0,7.3,E,PS3,2
274,Operation Darkness,29.0,0.07,"Jun 24, 2008",Success,Strategy/Turn-Based/Historic/General/Historic,46.0,6.7,M,X360,Up to 4
275,World Series of Poker,,0.47,"Aug 31, 2005",Activision,Miscellaneous/Parlor/Gambling,46.0,8.2,E10+,PS2,8  Online
276,Sonic the Hedgehog,23.18,1.54,"Nov 14, 2006","Sega, Sonic Team",Action/Platformer/Platformer/3D/2D/3D,46.0,5.1,E10+,X360,No Online Multiplayer
277,Soulblight,None,,"Oct  4, 2018",My Next Games,Role-Playing/Roguelike,46.0,-,T,NS,No Online Multiplayer
278,Catwoman (2004),,,"Jul 20, 2004","Argonaut Games, EA Games",Action Adventure/Modern/General/Modern,46.0,3.4,T,PC,1 Player
279,Surfing H3O,,,"Oct 26, 2000",Opus,Sports/Alternative/Surfing,46.0,3.6,E,PS2,1-2
280,Donkey Kong: Barrel Blast,None,,"Oct  8, 2007",Paon Corporation,Driving/Racing/Arcade/Kart/Other/Kart,46.0,7.0,E,Wii,1-4
281,Attack on Titan: Humanity in Chains,49.0,,"May 12, 2015",Spike Chunsoft,Action/General,46.0,4.4,M,3DS,Up to 4
282,Inuyasha: Secret of the Divine Jewel,None,0.09,"Jan 23, 2007",Art,Role-Playing/Console-style RPG/Console-style RPG/Japanese-Style,46.0,7.5,E10+,DS,No Online Multiplayer
283,Squad Leader,,,"Oct 24, 2000",Random Games Inc.,Strategy/General/General,46.0,-,T,PC,1 Player
284,Backyard Wrestling 2: There Goes the Neighborhood,,,"Nov 16, 2004",Paradox Development,Action/Fighting/Wrestling,46.0,4.7,M,PS2,1-2
285,Make War,21.9,,"Apr 16, 2020",No Gravity Games,Strategy/Turn-Based/General,46.0,7.0,T,NS,No Online Multiplayer
286,Tom Clancy's Ghost Recon,23.31,0.12,"Nov 16, 2010",Next Level Games,Action/Shooter/Shooter/First-Person/Third-Person/Tactical/Modern/Modern,46.0,6.3,T,Wii,-
287,Animal Crossing: amiibo Festival,18.89,0.49,"Nov 13, 2015","Nintendo, Nd Cube",Miscellaneous/Board / Card Game,46.0,4.0,E,WiiU,-
288,Verdun,None,,"Mar  8, 2017","Abstraction Games, M2H, Blackmill Games",Action/Shooter/First-Person/Tactical/Arcade,46.0,5.3,M,XOne,Up to 40
289,Starpoint Gemini,7.42,0.11,"Dec 15, 2010",Little Green Men,Simulation/Strategy/Real-Time/Ship/Sci-Fi/General,46.0,8.4,-,PC,-
290,Dungeon Lords,,,"May  5, 2005",Heuristic Park,Role-Playing/Action RPG/Action RPG,45.0,5.0,T,PC,8  Online
291,Saw II: Flesh & Blood,39.15,0.19,"Oct 19, 2010",Zombie Studios,Action Adventure/Horror/Horror/Survival,45.0,6.2,M,PS3,-
292,Mobile Suit Gundam Seed: Never Ending Tomorrow,,0.06,"Sep 29, 2005",Bec,Action/Shooter/Third-Person/Sci-Fi,45.0,7.6,T,PS2,1-2
293,Crime Stories: From the Files of Martin Mystere,46.95,,"Mar 21, 2006",Artematica,Adventure/3D/Modern/Third-Person/Modern,45.0,4.7,T,PC,1 Player
294,Tank! Tank! Tank!,None,0.07,"Nov 18, 2012",Namco Bandai Games,Action/General/Simulation/Driving/Car Combat/Car Combat/Vehicle/Combat,45.0,5.7,E10+,WiiU,No Online Multiplayer
295,Impire,None,,"Feb 13, 2013",Cyanide,Strategy/General/General,45.0,5.4,-,PC,-
296,Without Warning,,0.04,"Nov  1, 2005",CiRCLE,Action/Shooter/Third-Person/Modern,45.0,6.2,M,PS2,1 Player
297,Unlimited Saga,,,"Jun 17, 2003",SquareSoft,Role-Playing/Console-style RPG,45.0,4.5,T,PS2,1 Player
298,Arctic Thunder,,,"Sep 17, 2001",Inland Productions,Driving/Racing/Snow / Water,45.0,5.0,T,PS2,1-2
299,Spartacus Legends,21.93,,"Jun 26, 2013",Kung Fu Factory,Action/General/Fighting/Fighting/3D/3D,45.0,5.3,M,X360,-
300,Madagascar 3: The Video Game,12.61,0.0,"Jun  5, 2012",D3Publisher,General/Adventure/General,45.0,5.6,E,X360,No Online Multiplayer
301,Tennis World Tour,16.11,0.04,"May 22, 2018",Breakpoint,Sports/Individual/Tennis,45.0,3.0,E,PS4,2
302,Without Warning,,,"Nov  1, 2005",CiRCLE,Action/Shooter/Third-Person/Modern,45.0,2.0,M,Xbox,1 Player
303,Wacky World of Sports,65.3,0.09,"Sep 22, 2009",Tabot,Sports/General/General,45.0,-,E10+,Wii,-
304,NCAA Final Four 2004,,,"Nov 11, 2003",989 Sports,Sports/Traditional/Basketball/Sim,45.0,-,E,PS2,1-8
305,Swashbucklers: Blue vs. Grey,17.95,,"Nov 20, 2007",Akella,Action Adventure/Historic,45.0,5.3,M,PS2,-
306,Tournament of Legends,7.52,0.07,"Jul  6, 2010",High Voltage Software,Action/Fighting/Fighting/3D/3D,45.0,7.2,T,Wii,-
307,Star Trek The Video Game,69.12,,"Apr 23, 2013",Digital Extremes,Action Adventure/Sci-Fi/Sci-Fi/General,45.0,2.1,T,PS3,-
308,Top Gear RPM Tuning,,,"Feb 16, 2005",Babylon Software,Driving/Racing/GT / Street,45.0,6.4,T,Xbox,1-2
309,Mushroom Men: Rise of the Fungi,15.46,0.11,"Dec  2, 2008",Red Fly Studio,Action Adventure/Fantasy/General/Fantasy,45.0,6.1,E,DS,2  Online
310,Iron Man,18.56,0.57,"May  2, 2008",Secret Level,Action/Action Adventure/General/General,45.0,5.8,T,X360,No Online Multiplayer
311,War World,8.99,7.5,"Oct  1, 2008",Third Wave Games,Action/Shooter/Shooter/Third-Person/Sci-Fi/Sci-Fi/Arcade,45.0,7.7,T,X360,8  Online
312,Ugly Americans: Apocalypsegeddon,None,,"Aug 31, 2011",Backbone Entertainment,Action/Shooter/Shooter/Scrolling/Scrolling/Shoot-'Em-Up/Vertical,45.0,6.4,M,X360,-
313,Sniper: Ghost Warrior,37.01,1.16,"Jun 29, 2010",City Interactive,Action/Shooter/Shooter/First-Person/Tactical/Modern/Modern,45.0,5.7,M,X360,Up to 12
314,Deus Ex: The Fall,None,0.18,"Mar 17, 2014",Square Enix,Action/Shooter/First-Person/Sci-Fi/Arcade,45.0,3.2,M,PC,No Online Multiplayer
315,Ghostbusters: Sanctum of Slime,77.0,,"Mar 23, 2011",Behavior Studios,Action Adventure/Modern/Sci-Fi/Sci-Fi/General,45.0,3.4,E10+,X360,-
316,NFL Tour,6.85,0.12,"Jan  8, 2008",EA Tiburon,Sports/Traditional/Team/Football/Arcade/Arcade,45.0,-,E,PS3,2  Online
317,LA Cops,None,,"Mar 13, 2015",Modern Dream,Action/General/Shooter/Shoot-'Em-Up/Top-Down,45.0,6.1,-,PC,No Online Multiplayer
318,Interpol: The Trail of Dr. Chaos,20.13,,"Jan  7, 2009","Tik Games, LLC, TikGames",Miscellaneous/Puzzle/Puzzle/Hidden Object/General/Puzzle/General,45.0,3.0,E,X360,4  Online
319,Rock of the Dead,8.99,0.05,"Oct 19, 2010",Epicenter Studios,Action/Miscellaneous/Rhythm/Music/Music,45.0,-,T,PS3,-
320,CSI: Crime Scene Investigation,,,"Dec 14, 2004",369 Interactive,Adventure/First-Person/Modern,45.0,7.3,M,Xbox,1 Player
321,Bubsy: The Woolies Strike Back,37.96,0.05,"Oct 31, 2017",Black Forest Games,Action/Platformer/2D,45.0,5.9,E,PS4,No Online Multiplayer
322,Soldier of Fortune: Payback,40.67,,"Nov 14, 2007","Activision, Cauldron Ltd.",Action/Shooter/Shooter/First-Person/Modern/Modern/Arcade,45.0,4.8,M,PC,Up to 12
323,The Cursed Crusade,14.0,0.17,"Oct 25, 2011",Kylotonn,Action Adventure/Fantasy/General/Fantasy,45.0,5.1,M,PS3,2
324,Hysteria Hospital: Emergency Ward,13.99,0.11,"Jun 16, 2009",Gameinvest,Action/Strategy/General/General/Management/Business / Tycoon,45.0,-,E,DS,-
325,7 Days to Die,26.42,0.21,"Jun 28, 2016","Iron Galaxy Studios, The Fun Pimps",Action/Action Adventure/Shooter/Survival/Sandbox/First-Person/Arcade,45.0,6.0,M,PS4,Up to 4
326,Stronghold: Crusader Extreme,40.61,,"Jun  2, 2008",FireFly Studios,Strategy/Miscellaneous/Real-Time/Compilation/Historic,45.0,6.8,T,PC,8  Online
327,The Ant Bully,8.85,0.09,"Dec  5, 2006",Artificial Mind and Movement,Action/Platformer/Platformer/3D/3D,45.0,8.0,E10+,Wii,No Online Multiplayer
328,Golden Axe: Beast Rider,30.41,0.33,"Oct 14, 2008",Secret Level,Action/General/General,45.0,5.9,M,X360,No Online Multiplayer
329,D1 Professional Drift Grand Prix Series,28.8,0.03,"Aug 15, 2006",Yuke's,Driving/Racing/Formula One,45.0,7.4,E10+,PS2,1-2
330,Reservoir Dogs: Bloody Days,72.86,,"May 18, 2017",Big Star Games,Action/General/Shooter/Shoot-'Em-Up/Top-Down,45.0,5.7,-,PC,No Online Multiplayer
331,Maize,18.93,,"Sep 12, 2017",Finish Line Games,Adventure/General,45.0,-,T,PS4,-
332,The Huntsman: Winter's Curse,None,,"Aug 16, 2016",Desert Owl Games LLC,Role-Playing/General,45.0,-,T,PS4,-
333,Red Bull X-Fighters,5.52,,"Sep 14, 2011",Xendex,Sports/General/General/Individual/Biking,45.0,-,E,X360,1 Player
334,Football Mogul 2007,20.0,,"Dec 15, 2006",Sports Mogul,Sports/Traditional/Team/Football/Management/Management/Sim,45.0,6.0,E,PC,-
335,Brothers in Arms: Double Time,11.11,0.13,"Sep 23, 2008",Gearbox Software,Action/Miscellaneous/Shooter/Shooter/Compilation/First-Person/Historic/Arcade,45.0,6.6,M,Wii,No Online Multiplayer
336,Major League Eating: The Game,53.22,,"Jul 14, 2008","Mastiff, Sensory Sweep",Action/General/General,45.0,5.0,E10+,Wii,2  Online
337,WWE 2K20,26.46,,"Oct 22, 2019",Visual Concepts,Sports/Individual/Combat/Wrestling,45.0,1.2,T,XOne,Up to 6
338,PDC World Championship Darts 2009,None,0.0,"Jun 16, 2009",Rebellion,Sports/Alternative/Individual/Other/Other,45.0,-,E,DS,-
339,N3II: Ninety-Nine Nights,29.61,,"Jun 29, 2010","Phantagram, FeelPlus",Action/Beat-'Em-Up/Beat-'Em-Up/2D,45.0,7.0,M,X360,1 Player
340,Heaven & Hell (2003),,,"Aug 31, 2003",MadCat Interactive Software,Strategy/Turn-Based/General/Fantasy,45.0,7.0,E,PC,1-8
341,007 Legends,18.07,0.29,"Oct 16, 2012","Eurocom Entertainment Software, Eurocom",Action/Shooter/Shooter/First-Person/Modern/Modern/Arcade,45.0,4.5,T,X360,Up to 12
342,Stop Stress: A Day of Fury,None,,"Dec  7, 2009",Abylight,Action/General/General,45.0,3.3,T,Wii,1 Player
343,Racquet Sports,9.18,0.34,"Sep 14, 2010",Asobo Studio,Sports/Traditional/General/Individual/Tennis/Other/Tennis,45.0,4.3,E,PS3,Up to 4
344,Napoleon Dynamite: The Game,14.88,0.03,"Oct 23, 2007",7 Studios,Miscellaneous/Puzzle/Puzzle/General/Puzzle/Party / Minigame/General,45.0,7.3,E10+,DS,1 Player
345,NPPL Championship Paintball 2009,8.31,0.16,"Nov 18, 2008",FUN Labs,Action/Shooter/Shooter/First-Person/Modern/Modern/Arcade,45.0,6.7,E10+,PS3,Up to 14
346,Splat Renegade Paintball,,,"Oct 11, 2005",Cat Daddy Games,Sports/Alternative/Individual/Other/Other,45.0,7.1,T,PC,14  Online
347,Narcos: Rise of the Cartels,19.99,,"Nov 19, 2019",Kuju Entertainment,Action/Strategy/Turn-Based/General/Tactics,45.0,2.6,M,PC,No Online Multiplayer
348,Project Root,None,,"Apr 28, 2015",Pablo Testa,Action/Shooter/Shoot-'Em-Up/Vertical,45.0,5.6,T,PS4,-
349,Fantastic Four: Rise of the Silver Surfer,14.95,0.11,"Jun 15, 2007",Visual Concepts,Action/Action Adventure/General/General,45.0,5.4,T,X360,No Online Multiplayer
350,Supercar Street Challenge,,,"Oct 30, 2001",Exakt,Driving/Racing/Simulation/Arcade/GT / Street/Automobile,45.0,4.4,E,PC,1-2
351,Aliens: Colonial Marines,6.95,0.46,"Feb 11, 2013",Gearbox Software,Action/Shooter/Shooter/First-Person/Sci-Fi/Sci-Fi/Arcade,45.0,3.5,M,PC,4  Online
352,Made Man: Confessions of the Family Blood,20.5,,"Apr  2, 2007",Silverback Studios,Action Adventure/Modern,45.0,-,M,PS2,1 Player
353,Call of Juarez: The Cartel,7.59,0.29,"Jul 19, 2011",Techland,Action/Shooter/Shooter/First-Person/Historic/Modern/Modern/Arcade,45.0,5.3,M,PS3,Up to 12
354,Dead Horde,36.25,,"Jul 27, 2011",DNS Development,Action Adventure/Horror,45.0,4.9,-,PC,-
355,Mr. Driller Online,74.95,,"Apr  2, 2008",Namco Bandai Games,Miscellaneous/Puzzle/Puzzle/General/Puzzle/General,45.0,6.3,E,X360,4  Online
356,Infinity Runner,43.23,,"Apr 21, 2015",Wales Interactive,Action/General/Arcade,45.0,5.5,T,PS4,-
357,Grooverider Slot Car Thunder,,,"Sep 26, 2003",King of the Jungle,Driving/Racing/Arcade,45.0,6.8,E,Xbox,1-4
358,Generation Zero,26.3,,"Mar 26, 2019",Avalanche Studios,Action Adventure/Open-World,45.0,6.0,T,PS4,Up to 4
359,Hard Truck: Apocalypse,49.57,,"Jun 26, 2006","Buka Entertainment, Targem Games",Simulation/Driving/Car Combat/Car Combat/Vehicle/Combat,45.0,8.5,T,PC,1 Player
360,Hard Rock Casino,8.5,,"Nov 27, 2006",Farsight Studios,Miscellaneous/Parlor/Gambling,45.0,-,T,PS2,1 Player
